,True Ad Prices,Predicted Ad Prices
5353,2790000,2131293.589400807
3122,950000,1109445.20307754
15457,1949999,2118258.4144921554
24601,2550000,2175757.600140793
12540,12190000,11454747.480309159
19553,195000,315656.08288595773
7675,4149000,4622672.44695751
2325,1990000,1773234.2899784371
22077,550000,971677.7914658546
27551,2150000,2473016.0578641677
22199,2480000,2264395.6192434644
267,5599000,4133741.8673811303
9880,1549000,2213758.961904852
6164,2150000,1708968.640509575
22153,9990000,9416712.490602981
9321,9490000,9833542.34822652
23412,1100000,1281361.8241229744
6012,549999,413177.21425014234
23490,2299000,2570006.2480322793
21093,13690000,12585168.692114525
26096,1250000,1241897.9183016971
18782,2945000,2243144.9415646275
21657,1590000,1769331.702795996
11753,2280000,2092312.4322328507
14569,4199999,3826423.677315438
25517,1690000,1654788.2640138948
23055,7816000,6384444.389373666
18796,199000,412261.2111845071
6146,999999,2983065.9381669993
9433,950000,1337826.6585970456
4855,1990000,1750000.1563733777
23240,2899000,3087618.5172473374
26980,1990000,2005310.842282472
21844,70000,318600.4798090243
13193,10519000,9413679.374597536
619,4990000,6538013.6068525715
17458,2490000,2525676.625449148
22872,385000,1360112.120603551
17408,2190000,2140241.520256826
25520,2539000,2719007.3431133833
12114,5150000,5271410.451312816
8756,2180000,1542083.1044647018
21600,1999999,2126224.8339295643
7303,100000,351202.1141922063
27978,8390000,9250507.918066584
5257,1445000,1565544.311060489
11834,1590000,2517814.3986167
5995,969000,1257967.5998710815
26520,1548000,1571039.0201521695
13340,2490000,2394898.2043966106
14588,4690000,4679291.458884407
16095,1250000,1336894.2962219687
9422,1599000,1425409.4525092463
2898,1349999,1510874.3345860182
11159,1599000,1434350.1895066968
24699,1490000,1534538.9159005075
18183,2089000,1713821.8582312544
7870,2299000,2736304.9060552213
1912,1790000,1848153.0280047446
23981,11990000,11215931.265944766
25824,1949000,2255511.3556497092
514,2490000,2102430.360788359
22710,2750000,2559492.640235795
25251,1250000,1193388.5288732885
23508,380000,426217.8272108141
3334,199000,2010173.3605677849
3038,799000,1069543.4300132517
26742,5300000,4351275.4701567795
18288,695000,409878.09916569485
24708,2590000,2450310.810805579
24545,8714480,8740092.812876336
14214,2750000,2636228.5456968127
15728,110000,1020788.4836975329
900,9990000,9487906.680324204
26968,8790000,9824589.382357959
27166,1999999,2362293.8797693383
27763,5190000,6677295.152908255
22960,549000,735912.3108341444
9205,2750000,2222259.690477555
14036,5199999,5233143.710235117
24280,950000,1454469.056506437
20271,1990000,2257939.445811758
7527,9559223,9886998.478085926
12688,14487000,12547588.430786354
21306,2499000,2015959.5841651172
15177,6970000,7108129.863467526
18510,1100000,1137133.8881401522
15881,6790000,7738576.922204868
6464,4995000,5277446.512383958
10985,380000,315656.08288595773
13101,1250000,1257450.3854911823
23687,549000,1116879.8948102891
20654,7990000,8912561.242924215
4805,2500000,2256602.114173365
21673,1288000,1077432.514398336
8696,1980000,1967987.2578733063
27296,200000,353881.1347551724
24027,950000,1182845.4588343971
24001,1599999,1326843.6218837358
23888,950000,450925.93399866275
4886,179000,385103.8832295604
26126,195000,431565.51590075734
27269,1998000,2079418.9153001134
21193,49000,318513.424604368
421,8580825,8590724.933304023
19391,1980000,1620240.3952906178
18602,368000,315656.08288595773
12070,1979000,2254608.846129907
21838,179000,318513.424604368
2244,1590000,1692202.0029743025
947,1398000,1542751.0362706606
6177,7999000,7465226.89579527
10622,150000,363803.88074032083
16101,1100000,1108341.2856083934
21588,2690000,2212893.2597223525
10696,985000,1013092.4235895573
13457,590000,1045092.1257833083
24513,6990000,7065751.377296423
334,1490000,2272323.8834742205
20863,6050,2090217.803188588
14968,7850000,5069682.256143714
11906,1899000,1785751.6129833737
2001,10999000,10959407.65380493
26692,1450000,1254464.981626709
12360,1550000,602440.8207123255
21903,4999000,4264261.729527993
15329,1490000,1413358.7940381768
18222,4150000,3075530.956778863
10022,949000,1535620.057823035
27827,2190000,1226726.0273095742
1474,7990000,8198666.778208814
16835,2699000,1849184.282356873
4270,2190000,1927124.3170450914
978,8065000,8123691.076843327
11762,1690000,1701562.975635637
26198,1999999,1786084.2836499983
24788,2268000,1675692.4952923951
2744,1445000,1837008.6655917054
10000,2499000,2112967.500318795
27894,5190000,4748650.850427598
9215,2599000,1854874.431291124
12981,2990000,2551526.062762893
17461,14900000,10121271.546497656
9598,11990000,10638546.609798634
3908,1250000,1382942.1600019755
20082,1999000,2139424.0936348788
19892,1900000,1456328.5674788947
8649,380000,371186.8189036418
5999,3599000,3943133.889542794
7382,0,5967395.395959913
20721,185000,258686.12543581103
27440,2249000,2469441.448296122
1722,14490000,14015697.478859065
3882,8999999,8684818.97498465
80,11990000,10450020.317904305
17778,720000,584576.4954013617
5585,5499000,5246836.447192956
5484,2790000,2691311.112103266
10640,500000,375148.9627214643
11644,7649000,7235233.873756544
13133,1449000,1782570.9447938292
6064,1599999,2240180.841915846
14535,1290000,1287718.2720425313
5029,2490000,2341741.663298043
20273,1990000,2244243.7168232966
26657,2499000,2273398.9162728665
5621,1190000,5491511.594003217
1159,6369000,6987073.571514842
2699,2598000,2130834.082776784
22929,1690000,1312250.0682226953
18012,1599000,1532389.505675007
10180,2795000,2706693.787708243
8119,5198000,5610301.575779681
4704,8499000,8599585.661792662
24935,2988888,3685309.208935096
5904,1290000,1125557.607827537
9043,1250000,1179821.220728329
17033,1490000,1491088.0814281085
8732,140000,315656.08288595773
28424,6987172,6775354.878927716
23057,970000,663182.2466207952
3719,2299000,1855557.8732242817
24185,590000,982495.9357232047
9550,199000,315656.08288595773
28327,1990000,2017509.2088475628
7098,5199000,5625139.4776934
12577,199000,315656.08288595773
22409,1990000,2102976.8982688743
12500,159000,315656.08288595773
19269,2099999,1961282.053455367
22813,1470000,1566800.0376609215
27912,199000,351202.1141922063
5546,4450000,4728070.406407457
783,9950000,8374870.855679401
15133,590000,429075.1689292243
4723,2199000,2454329.4955765246
3890,5199000,5229027.011266024
14954,6499000,8630216.889022391
2473,7950000,8243576.573151582
11646,1690000,2358448.819865194
19207,350000,345225.32054102246
15292,11449000,11578412.255126214
7029,60000,338729.025675605
491,2190000,2147146.884025439
26833,2190000,2445272.1031643874
26870,5060000,4863931.27770611
836,890000,1298105.5102750675
15495,1990000,2195913.575689264
5096,16555000,19562325.798145883
14902,970000,1147564.7333224213
16492,1500000,2131906.9670413667
14662,10490000,9816405.672377275
17758,17886000,17266547.833761394
24182,370000,611058.2971938227
21567,150000,353881.1347551724
24029,1698000,1770322.3257937708
22256,2950000,2445602.168078607
8600,4990000,7414610.967027482
15903,140000,412261.2111845071
13039,1599000,1274755.0475996982
184,2490000,2861190.232170882
1010,7995000,9737650.32368653
17214,580000,315656.08288595773
22414,599000,858537.6835545099
3041,2790000,2428908.948009757
1351,100000,412261.2111845071
18632,6390000,7920240.045455621
9940,150000,1103488.2914434255
15759,599000,604531.1952892186
12536,549000,360642.3407229381
369,8500000,9742730.044537408
23291,1290000,1500732.2737498158
6404,1999999,2041582.6207591717
17233,4990000,4768478.123445797
16356,589000,412261.2111845071
3269,0,3246692.8093730146
18463,599000,627747.9462967191
6817,1399000,1839521.8465534116
14562,1950000,2755311.063982974
27100,2180000,2678546.5688107894
17321,11900000,9957507.716944128
22792,1990000,1933250.217905998
12674,1589000,1335451.124851216
23525,2189000,2354042.579435096
9189,1590000,1526390.7077930633
8174,99000,315656.08288595773
19997,5499000,7080099.546749249
17607,1500000,1533897.7397141487
22116,980000,1509938.876204877
16705,139000,1069077.4054276538
24040,4190000,3132767.2252954044
9925,1490000,1293002.9674940316
21192,2899000,2224093.2366685905
25109,355000,1786906.5612366623
25454,599000,633368.5023470452
23510,2250000,2184570.1492566196
1125,1999000,1789398.902677099
8156,0,3233057.1503266995
25998,1290000,3460736.4037454207
16508,1599000,1535936.9549486195
21222,1600000,1726955.3335879964
28267,125000,315656.08288595773
10107,2750000,2410976.3418240817
19913,5290000,5896666.1858543195
20897,2090000,2379033.8782683443
17064,8965000,8570891.04471481
11659,1490000,1546226.8202122087
7608,2799000,2262047.858303578
23467,599000,315656.08288595773
9487,13999999,13543428.154373406
22347,1100000,1233702.5364793937
24792,11390000,9821705.920291843
8035,1250000,1315774.2807937206
14094,1500000,1330846.8148588496
21648,9809000,9048133.071031619
12243,940000,765399.2664761537
4385,899999,1772964.2382743915
24324,599000,906987.0770113016
20775,1100000,1126921.0551722902
15206,125000,368507.79834067565
3701,8499000,11433776.312899327
3563,1439000,1928766.9354578096
4765,2850000,2220458.030605512
20215,550000,375148.9627214643
4405,10000000,7666557.779671522
26057,2100000,2160273.7069128784
27343,70000,315656.08288595773
22634,979000,443035.0229430634
13414,1899000,2516359.9972863286
15064,1550000,2345730.916824155
10370,8790000,9375310.67285618
7863,2990000,3084427.488055853
16765,11665800,10170210.655371282
3365,2199000,2230740.670410076
6923,1999999,2078131.1409025346
579,2550000,1581269.8774692754
23007,2598000,1120598.2256736748
5580,5199000,5232404.707503154
17450,390000,398550.55066463904
9086,1549000,1792194.5807158088
25467,800000,1615896.6889151381
26311,1900000,2044159.3568190387
10033,2250000,2093856.304949305
4131,2790000,2560361.243867317
4451,2899000,1681771.468815516
4497,1689000,1538561.1907831267
14936,2195000,2313783.603759826
1250,9690000,10088256.780869894
1294,11270000,10186437.907692667
20022,139000,338729.025675605
8217,9194800,8731305.943022104
27847,160000,407336.1453382686
1387,8990000,9977318.808251632
15092,2790000,2870162.464974202
872,9950000,9719155.365278713
22186,1550000,1498011.374573783
17000,85000,315656.08288595773
12836,5350000,7268462.851399063
27546,8950000,10261624.999833437
17500,2250000,2427660.6431383174
2284,549000,394934.4154057943
21906,390000,375148.9627214643
12474,1599000,2240832.6035526698
22183,2599000,2700858.5987478844
23443,2600000,2539915.9176084483
15568,1850000,2142286.748888055
26550,599000,426217.8272108141
6495,1449000,1912945.4282691309
4387,10890000,8811774.85968492
1109,1899000,2289487.052558777
5891,799000,363803.88074032083
3532,140000,315656.08288595773
6911,1980000,2072117.7971698833
18342,26990000,24651752.270617817
20633,2599000,2104448.2745961486
22663,555000,584779.148167915
18249,5300000,6019714.186706982
17347,1999000,2106200.558953235
24661,1500000,1215726.736811597
15945,99000,315656.08288595773
9731,790000,426217.8272108141
26263,580000,1587031.4807033085
27177,165000,458701.7322254606
22724,10650000,10060423.630820299
6053,9990000,10969906.897472687
19548,1590000,1721242.1894259716
7550,2199000,2053215.7035230258
26067,2100000,2613581.9890672816
20729,1899000,2266351.3948394433
17648,4999999,5044955.946271138
5599,1449000,1397209.145200173
2622,8800000,9022373.454278884
13478,1250000,1777573.753249234
3550,2080000,2132408.023387106
9329,8345000,8403245.24880865
15842,5165000,4797455.818468189
25509,1290000,1550111.2995785747
7881,540000,750673.0150338606
21959,1990000,2208325.2618968072
24814,5150000,3866528.847685191
8662,1690000,2316301.2567824633
7799,11289900,10091238.347894823
9090,1999000,1861167.7962742262
14510,11990000,11634206.544449495
6927,7990000,8340505.8120251335
11602,1250000,722575.334069809
8474,2699000,2033981.8091341977
28335,550000,1079786.2284745586
6341,99000,348559.557851839
12519,2499000,7554645.899988325
5802,3650000,2558004.1943359296
16036,2200000,2429813.018190942
20942,599000,733524.677360615
11277,109000,315656.08288595773
2739,2545000,2164931.0268056816
9669,2550000,2314538.2480471
16011,750000,1260825.6980960297
17727,390000,351202.1141922063
18884,8749000,8595571.055055339
13069,1777777,2336039.789689203
345,158000,300423.22726087086
23557,4100000,2397656.7742484664
27675,199000,926678.1519409885
15344,5390000,5911443.907452459
12292,2190000,2205579.73700938
4038,2900000,2290855.106154166
27538,179000,433157.7417134701
13111,3899999,3045451.62694844
11174,1550000,1542266.604691582
14974,2550000,2442164.9039530093
7845,14600000,12829960.699602854
5822,1590000,1698739.396136767
1408,1450000,1741729.5921108047
14620,1650000,1761911.7233482772
961,5190000,5250033.1814361
11228,1550000,1923288.6758978073
26929,25000,334472.3140746446
18689,1590000,2016223.5632062505
2596,5050000,5247219.254682205
18124,10490000,8661603.691659369
6860,2199000,1596045.366992353
5505,2590000,2171890.896125195
20928,2399000,2087461.6450509855
3139,100000,341787.98784481635
17379,1599000,2065063.9279004307
17169,1950000,2411920.922539445
20837,390000,362725.102163112
17492,100000,1495707.4733111884
16235,1799000,1762785.6916432693
25964,1250000,2795591.5998112583
4668,1990000,2120067.5176113006
17206,199000,315656.08288595773
11378,9000000,10723559.225211868
22643,1000000,1826821.1022188622
15680,1549000,1836310.1440943703
178,1399000,1997496.5087563721
13277,2499000,2090850.7615964746
3952,9199000,9365171.011290759
5574,5199000,5232404.707503154
6444,180000,220213.51250470357
9486,800000,983596.1509316523
20291,99000,371186.8189036418
14048,550000,585077.9692742544
10648,550000,1150375.6207834287
10690,3390000,2374863.495241843
5746,599000,315656.08288595773
1592,10900000,9363003.524826711
28540,5249999,4372560.060911742
10371,270000,626843.0459963157
11730,7950000,10113160.462665536
17336,2190000,2272982.609531881
2475,11838000,9954375.020175068
12395,189999,315656.08288595773
15674,8290000,8603250.03166535
18722,7999000,8907003.313040948
14633,2200000,1888389.2019975411
3946,3980000,4407482.3756798925
5540,1599000,2165568.5487666377
25488,13700000,11298809.413771514
24612,6592000,5552538.513619417
2649,1999999,1315774.2807937206
16868,370000,578365.6400206498
4170,160000,360642.3407229381
11920,12222000,11437322.53705939
19273,1549000,1185352.4769063792
