,True Ad Prices,Predicted Ad Prices
23619,599000,602314.5854122292
4942,980000,2157887.6228195387
2825,11499000,10920072.692547869
23784,10556520,10699561.587750752
10870,1490000,1703409.5881045708
17782,350000,334472.3140746446
10811,1599000,1656056.2502645024
21789,1449000,1431175.1237854431
23577,2799000,3212221.4865810093
16388,1285000,1077022.5490272192
26623,1999000,2024048.935532666
11687,1450000,1147559.8466594846
19097,8190000,8726344.479330966
7852,8999000,7120426.664329222
6678,10890000,9897036.992440917
4055,549000,619665.2194183806
11637,9890000,10874637.085905379
5286,595000,689762.7013986302
26604,2090000,2111716.1589846476
474,1899000,1747174.72083418
1509,1399999,2402609.046811917
966,7799000,8056548.614344667
27395,5249000,4735741.368850333
15302,400000,360642.3407229381
20525,910000,1360068.5925101638
21446,970000,1379223.2110457541
21999,199000,568394.1123275752
12812,1599000,1413510.568490015
17239,2299000,2241658.761636373
27115,6990000,8764031.367267394
15625,9999000,11426020.778947668
23668,1950000,2050329.9843568043
1266,8600000,8333213.29082034
20423,2000000,1752779.6886754828
8832,5200000,5359147.546514962
2760,0,7157488.761586421
6046,399000,591375.6305686529
934,1999990,1707037.2916119893
28356,5290000,4647395.281551184
16517,5270000,4808457.718397066
982,7499000,8056524.297767198
19559,1200000,1167226.9964997983
5225,11790000,13265297.300880512
24130,2990000,2376607.4847547617
974,7799000,8056548.614344667
8810,1499999,1825872.472087993
12939,139999,412261.2111845071
7890,799000,1113039.7387592017
22768,2269000,2237923.255229036
18351,6899000,5383564.531037784
23092,1250000,944632.7571712888
23772,149999,1111322.1113730716
20856,9990000,8890984.932852076
330,3499000,2895605.2433113856
22226,2000000,1873702.8500903065
15586,350000,360642.3407229381
6785,1429000,1551943.762454399
12896,1999000,2287316.2974733924
8324,590000,351202.1141922063
5799,395000,443035.0229430634
14342,1898000,1741828.7228057298
11686,750000,1138819.980981495
6239,1550000,747814.6288992664
641,1529000,1270175.4739676428
22216,2490000,3096830.0374995717
12332,8950000,8771834.23439481
279,165000,353881.1347551724
25131,2790000,2455522.6614378346
13702,2990000,2621285.1689740424
19187,1479000,1545773.9516052725
17828,150000,602141.9996059859
610,1290000,1523184.7272981016
4183,10390000,8040281.793112198
6972,2498000,1926023.9864940054
28098,1899999,1568469.808458627
9243,1290000,1643324.5880129165
25918,1450000,2261269.592734873
11200,4170000,4554030.000231284
13372,599000,641696.7570578402
9985,2500000,2082564.1587861853
13315,9590000,9437403.582445947
26093,397000,584779.148167915
12612,960000,443035.0229430634
19067,1450000,1396201.4024919018
777,9490000,9494413.419753755
6021,8480000,9149742.265266856
1854,1549000,1794751.989197737
11764,1445000,1238857.9076867178
14087,8340000,8496344.5472589
18331,7490000,9504893.357390225
21546,1490000,1586857.305506044
14934,2600000,2327613.563061429
3389,360000,315656.08288595773
14906,989000,1689930.9562879717
19230,90000,597570.5522321778
23778,2980000,3817365.2310287794
4777,1899000,1560528.5426048161
1050,2490000,2242370.914412914
7072,1545000,1485145.8324409642
21596,1990000,2187794.4120649565
22938,10749000,11226614.435352717
17997,1598000,1675561.6988785984
24140,390000,365865.2420003084
5059,2150000,2255171.6183267515
27412,1989000,2309608.5420964346
3706,1980000,2737587.211261055
23106,1690000,1740756.1845416883
28324,200000,315656.08288595773
13707,2990000,2745362.8830926227
13939,550000,524924.0141503477
24598,1270000,1525589.4477537454
5770,10850000,9069221.02473432
21007,1290000,1573588.6021251525
22054,145000,315656.08288595773
15529,4999000,4814626.290942039
23403,950000,957908.6812039032
23857,250000,584779.148167915
16142,149000,315656.08288595773
24077,9994000,8856450.879356487
13751,1280000,1574886.4674672768
8866,1899000,1654120.7410949885
3314,549000,617553.1633506155
2933,1550000,1596090.2580236706
26194,1275000,1814247.0870315703
17792,2850000,2670306.137938711
9765,180000,1126371.020001028
12963,2580000,2257917.089461687
4225,8999000,9371657.740979558
24207,9999990,10120182.06422774
21861,950000,1217681.6459460845
8018,969000,1276434.9623893576
23041,2799000,2440348.81313178
14941,2145000,2470298.7656516675
23281,560000,932302.9338776502
20200,4990000,4931434.944137688
2786,11990000,11489877.061534734
10716,16680000,12853843.97161185
2688,1989999,2089760.0524152054
14022,8290000,8898736.288944658
6865,599000,375148.9627214643
2419,2500000,4414066.113530272
7458,2990000,2323663.4769004984
10753,6599000,5765829.163102137
25310,2799000,2346765.177456947
26008,1490000,1692668.3979322026
9817,1999000,1895609.4992031418
11570,2499000,2608339.4703268874
21633,399000,584779.148167915
25526,7990000,8039335.504052665
596,99000,348559.557851839
21498,1600000,1196041.1368741107
195,5390000,5958181.491231064
15388,1490000,1547433.4198639332
25170,2790000,2500485.919630437
2637,1290000,1060589.0344876149
3204,2599000,2083018.1019670449
24862,1497500,1503928.1464605436
286,2600000,2160332.6629946185
11192,1699000,1489244.7140379553
14427,1500000,1714867.17742689
24781,599000,426222.7011296746
26642,10900000,11299758.111827139
20312,2799900,2703732.6508324016
10748,11990000,11769523.56255457
16947,1199000,1390002.968036656
8873,11990000,10287582.391731508
17002,40000,315656.08288595773
18863,7920000,8595571.055055339
25822,1699000,1522812.165381723
23622,5650000,3797746.8150921823
20836,165000,362725.102163112
19052,189000,315656.08288595773
11563,1899000,2301603.462469022
28502,6990000,10442725.622614374
14215,2990000,2703459.560274121
5405,1900000,2396426.8378718556
17842,8990000,10149042.72171748
25308,2290000,2353284.908344219
6387,1490000,1793864.4577436384
7962,2299000,2025494.671395237
22591,2190000,2031859.9296163288
22632,6990000,8254967.691519318
7987,200000,321222.6444669381
6684,4999000,4665409.922872808
2823,9990000,11170151.563845478
4273,13599000,13069235.023991369
14753,549000,1138819.980981495
988,7490000,8074986.238391266
14232,1250000,584779.148167915
25502,1990000,2714291.2598621612
12057,5290000,6877996.6187598305
26938,8399999,7259852.789579872
4509,1469000,1350920.882439188
14213,2990000,2883156.2442554594
16078,16990000,16596167.629314056
10207,1999000,2327587.094230368
11164,1470000,1598606.1870233747
6861,575000,380414.8269338323
24530,11999900,11399166.64225623
25297,2790000,1946457.4191677503
23992,720000,607109.5552529268
4366,10538500,9818094.881143136
18801,350000,353881.1347551724
2431,1550000,1207673.2217778661
17049,1290000,1254857.820504233
13993,8000000,8721154.578614859
1546,5680000,5683420.919166429
12155,2199000,2000125.493081952
28111,575000,336221.426263836
456,1075000,773927.0733721231
28385,2199000,2305211.63893119
16437,10990000,10080309.081302471
14543,1599999,1450831.907942525
9361,8200000,8320914.297709548
27525,1899000,1818110.1092792684
5922,2200000,2120387.888064215
28475,4999000,5135657.401956868
21422,1190000,2452400.5927358107
3203,1899000,2046580.6747957354
1751,2150000,2010096.0131303782
8166,2490000,2272529.114292072
22867,120000,607808.4524975818
14709,1490000,1201159.3103846312
9138,1950000,2191908.7147696125
7402,22990000,17232646.417701494
24586,2800000,2181683.4117234973
19681,1690000,968685.5938808222
15905,720000,938794.5499174807
19632,365000,568394.1123275752
38,2590000,1998323.1208073788
10732,1399990,1733973.315085568
10501,969000,1535434.4280727296
20364,950000,1433980.9528846666
10749,10922455,9945714.83286283
24746,1990000,2103087.578222843
19534,2299000,2071357.5691364252
10263,1269000,1511536.225480471
13374,10500000,8022425.403484196
155,5190000,5683451.2514630295
5588,5600000,5279537.965628973
10671,1950000,1819969.5267868338
11677,11000000,11232671.045160813
26992,5250000,6620366.596384288
2633,2985000,3450072.9295148794
3976,2150000,2573481.6304487563
2022,8590000,6931515.727310201
23050,6990000,8815740.3596819
13701,2600000,2432906.123523272
12173,1499999,1656488.5420800024
16615,5190000,6401951.254224615
4196,1250000,1582171.026773217
26358,2849000,3016214.7742069513
28067,548000,953139.4289020967
8760,1290000,1187107.5314460276
14373,550000,617094.3598050649
3215,2898000,2560124.916857418
19352,599000,794104.517666413
3302,5035000,7249204.883793247
28048,2145000,2507744.0626586494
7917,2999000,2244859.622781172
23319,1599999,1777234.7853590415
27511,2100000,2177598.7878846875
13229,2499000,4171299.364397792
6256,149000,318600.4798090243
1115,1590000,1705242.9331697498
12873,1899999,2162604.2714815564
25774,11890000,9922892.019068796
20513,1799000,1965242.7523996914
11452,10493000,8668946.580455704
24795,2090000,2176937.3277197187
8466,2590000,2149065.2634439636
3770,7999000,9166548.250998957
17890,100000,334472.3140746446
10922,1999999,2146663.7383110654
7394,1400000,762148.5023610615
23959,915000,744796.634915116
28141,5249000,6055149.143512828
11117,6990000,6538119.042895061
4357,1560000,1412098.702171065
27133,1989000,2386238.1848729583
3696,3499000,2791598.004868058
26885,210000,1108584.9610982805
14845,2149000,1845743.4886391587
10860,1280000,1072536.9341582763
18410,3199000,2634113.782660561
1795,11690000,10098533.7319265
21904,1490000,2421539.470840715
8354,1390000,1138819.980981495
8844,2949000,2602268.0485359663
9530,4150000,3349284.010695786
15265,6990000,6990456.501721309
3435,2890000,2977748.3528271625
20402,2249000,2503249.690632411
19785,2800000,2417906.8395152483
8988,1490000,1320871.3452860794
16554,150000,351202.1141922063
22167,2799000,2349630.3694179733
16333,1699000,2096949.3576871625
16949,3799660,3713355.775814043
24677,2290000,2275039.137171127
22588,2499000,2208994.3216077057
13530,0,10538324.862743335
20512,199000,353881.1347551724
17983,2499999,2249747.2279865965
22533,4180000,3415603.2150145425
21036,4990000,4765293.390513791
23506,1990000,2013881.3022371745
20457,3899000,3690345.5197289353
7450,2200000,1293219.6621708632
27287,2149000,2110673.905285554
21416,2790000,3359390.9775143475
13437,1499999,1736815.3065947136
18815,355000,353881.1347551724
8202,195000,315656.08288595773
14903,800000,1128019.1117458756
5384,9450000,9454608.379496278
28010,1949000,2432748.7880052486
23320,1399999,2184862.305068284
2308,4050000,3402945.60910067
26282,2497000,2521971.016555665
12793,1940000,2004550.877568974
13693,950000,1235376.1444376474
6399,2799000,2287744.248897372
6332,0,2099935.3813463207
2952,389000,412261.2111845071
9334,11900000,11128058.11644568
17017,1449000,1817822.9952121351
11112,5290000,5680438.93303946
537,2490000,1438870.1980666262
3831,2199000,2136706.023563825
8591,1999000,1853440.30288206
23436,1380000,1865371.9113299255
5056,1899000,1719197.965863254
16038,1950000,1526191.128488446
15372,1999000,2395987.38944097
23357,390000,315656.08288595773
27290,175000,584779.148167915
13443,2950000,2196214.6274987515
5778,5380000,5059349.340496659
26494,2900000,2279034.7607578547
16240,8750000,9148820.512833726
12570,2490000,2365225.526284677
3112,3999999,2935998.834684552
132,2800000,2924368.1345561896
23393,369000,349790.87879664655
25265,2599000,2235287.4789651646
9923,1599000,1342427.2143352786
19163,8966800,8570891.04471481
3417,119999,412261.2111845071
14388,997000,1200727.2378759147
22016,1269000,460340.7070915327
583,950000,1404816.8835353598
23103,2490000,2359195.639107004
12297,1280000,1649919.5800208352
7893,799000,441396.0480769912
15203,850000,459638.8469213393
20211,2487000,2782146.583173631
7188,2049000,2000646.964308115
23382,2499000,2549887.0996720996
5333,2965000,2780697.820078638
20296,150000,1123392.8659207907
3805,13900000,13906197.23101402
18301,1690000,2327424.0111546665
16987,1549000,1777875.7359303297
15182,8690000,7058335.268864253
10457,498000,427308.80429979693
22362,2290000,1884369.3004089675
9865,2500000,2134946.987866207
437,1590000,1333861.9335115857
4729,2690000,2577942.471234664
1636,1400000,1307571.9365181387
3998,1549999,1696315.585208151
27782,4999000,4618039.664225523
3274,7490000,6887241.09057819
18353,1500000,1583785.3828589066
21055,2590000,2921926.6446934706
19617,569999,1360112.120603551
10288,2790000,2333235.585315921
10215,2799000,2762958.772019749
24981,2899000,2060746.5862456665
22063,535000,427308.80429979693
25404,1555555,1899834.292496075
24002,2500000,1727912.6047570398
25791,1970000,1918017.8346971932
26171,179000,315656.08288595773
5346,2100000,2121995.604954039
25217,8200000,9514573.638314988
642,1949000,1439196.824872811
17769,879999,1032634.4660213068
27046,180000,315656.08288595773
28064,10500000,8558560.01350872
5017,200000,315656.08288595773
7057,8599000,9037253.008223586
10335,1599000,1485543.152689297
4285,10750000,9903973.219216956
13710,2280000,2426817.1618720274
15780,5249000,6216356.772554471
20826,949999,1265020.3086603016
4429,8999000,8386826.248700283
997,7590000,8104932.398896335
9990,1420000,1438739.082075934
13228,2950000,4282279.613008722
21585,2299000,1546643.133039446
19429,2500000,2297528.5268967566
23091,100000,315656.08288595773
25784,1999000,1728391.6467127576
5337,1269000,1137133.8881401522
3524,379999,355019.5576517178
11078,690000,1138291.4232170696
1007,8231327,8074986.238391266
22240,1500000,1828172.8409844327
14864,920000,584779.148167915
25810,8490000,8648544.18800983
12528,2785000,2523312.284702975
27260,10950000,6056909.5430515595
536,150000,376762.9344118148
26335,590000,412261.2111845071
21260,1498000,859232.1751339616
23907,598000,915867.0348809774
15191,6670000,6438595.904351675
25801,2987777,2246252.1897539306
3431,9790000,9037320.608983008
16616,5299000,6401951.254224615
27872,1999000,2256377.1744338493
15262,7099000,6990456.501721309
16505,1520000,2046511.5559876442
14584,1950000,2107746.7086753394
23494,799999,584779.148167915
16226,360000,315656.08288595773
21479,150000,335964.72268868703
17350,1900000,1515300.5381168292
14059,180000,348694.3122667846
18421,10299000,12436674.035331933
22246,1990000,1498525.884864312
1393,3690000,5119319.042399004
26385,2799000,2287685.959886468
26991,2190000,3038486.5481681167
10840,3899999,4441514.68464456
4934,1449000,1159716.0953334898
14724,5290000,5246674.164081142
3699,199900,1136870.6948662484
26650,2290000,2435877.9122683625
17976,2750000,1825017.7691091846
13380,65000,315656.08288595773
19416,1549000,1618273.795435591
8362,10999990,11209947.368218796
23108,2299000,2352970.8075645384
10093,1599000,1290788.3843611705
23009,980000,1560168.4202386804
19354,588000,770547.7286885935
2177,419000,707098.682965636
14371,559000,878029.433345462
28510,5099000,4898247.448382442
20556,200000,822034.8775581236
16405,2550000,2000399.0705851533
5391,7399000,8150212.0223701475
1794,150000,1355485.8747784658
23296,4000000,3405905.395364381
2961,4125000,4246385.759769791
20379,950000,648150.0715959682
9845,1449999,1843085.9292215155
13548,12999000,11051821.577801874
25147,2130000,2027493.9153074808
12358,2180000,2480559.247135873
16359,1100000,1909127.2314081793
23164,561000,994356.0424117673
27156,10738000,9787065.325945476
4988,4990000,4591028.356673256
7945,8790000,9407633.816684466
1041,1950000,2045916.7647450457
22309,950000,1277324.0188291788
25305,5099000,5611877.067750393
12503,1290000,740237.0066142195
432,8990000,8777697.879152907
2867,12565000,12723097.784091087
27940,8990000,9565834.926019352
12473,9990000,8867343.668034505
7340,2495000,2268134.8064255253
10615,1689900,2358382.480053972
10850,4785000,4441514.68464456
6394,2799000,2331106.9829721185
19599,1580000,1806140.8808427758
25802,180000,315656.08288595773
21894,9800000,8752519.011793748
20334,6990000,6225051.255713888
24962,2590000,2157636.6793810315
18816,1270000,1063854.6236760195
1665,2100000,2297528.5268967566
27081,2299000,2328915.98819708
23603,1690000,1879439.8780122509
17241,199000,692536.4990968354
12507,1899900,1733401.9992801724
21478,6010000,5555509.873977423
10782,199000,315656.08288595773
2874,16499000,14280111.400783343
4167,359000,315656.08288595773
5163,1399000,1294598.2631167984
8207,8246800,8570891.04471481
2612,6150000,5319711.179460476
2487,2250000,2453458.4859134383
18310,2590000,2835289.4328810247
4397,10900000,10535984.53197072
27082,115000,315656.08288595773
16092,2250000,2177081.5612352663
1523,1949000,2095926.5377973884
546,1449000,1463293.707846883
12743,1260000,1530027.577273756
25679,5099000,5136841.639755289
2432,979797,968101.8429040228
5885,1599000,1838549.0327379627
24766,2648000,2443966.193624937
18765,2790000,2724640.181083859
18809,1999000,1880461.4650859614
2678,7855000,8575316.98702145
16613,980000,1076653.2463849264
25754,950000,1080861.115620451
27896,1999000,1541498.9125307838
5760,2499000,2516766.5749897063
2058,1490000,2012497.2063207298
26848,8990000,8627457.403147388
10347,1970000,1428300.248791901
8709,799000,8352838.387965799
14017,6600000,8731713.720892005
14098,13990000,13442314.02509342
28407,2190000,2355568.5042944863
21591,2750000,2276493.044220968
8727,539000,584779.148167915
27146,539000,351202.1141922063
6329,1295000,1381721.0995936275
6760,1960000,1750851.3744696302
13159,199000,315656.08288595773
13112,11400000,8908924.24720351
14700,2990000,2536758.2238947805
1653,1990000,2223352.9621303
9596,11980000,9940777.160513492
28000,5000000,6585662.404906288
22242,1290000,1696315.585208151
25042,2179000,2077427.8495658403
1183,359000,729937.8964678568
8772,2099000,2018264.215292615
20583,8600000,8462544.208989505
4565,590000,431747.7873563388
11409,5649000,5324063.448225981
22731,2080000,1690658.1616286517
7285,1990000,2209364.5475457464
8040,1490000,1544692.739423798
4701,7790000,8454259.250070943
10037,1999999,2123816.4282735246
24413,2799000,2358245.116208665
4244,4800000,3171893.382888379
20323,9960000,10185350.061283598
15332,2250000,1958778.123510774
21327,1250000,346134.4724554681
17563,2199000,1526314.3294583154
16372,1999999,1854102.7649016858
26900,8690000,9110262.634649742
18747,3798000,2985554.692486373
13983,8935000,8700235.212984715
19055,14999999,13537264.67612939
19765,1900000,2085895.9963235264
9718,1899000,1799073.9772937202
5248,1250000,910909.3606231634
5557,9290000,8757994.983100172
3255,11200000,10467335.592601204
17560,599000,600195.0289940718
26625,2499000,2381546.946793055
6229,2290000,1919427.2425899364
11252,2640000,2481747.573152122
20670,1499000,1911411.537960311
4766,2799000,2279701.1383165796
3099,5000000,5519773.876476518
13162,9550000,9108435.964856574
14189,9199000,10484347.372435309
3191,1290000,1197930.3453374945
2975,210000,315656.08288595773
1533,2490000,2329969.72815458
9062,1690000,1725845.657217056
7280,1449999,2203667.234644134
6015,2590000,2328197.712540905
2355,3990,2675310.208804987
19938,310000,315656.08288595773
1135,1650000,1741207.3671560683
12916,170000,318600.4798090243
12838,950000,1290720.0029507764
22058,30000,318600.4798090243
7587,8770000,9705775.732950337
25071,6199000,6064235.256741677
7663,2759000,2194196.1719736014
23860,1690000,1795825.806455045
12202,200000,315656.08288595773
4304,6950000,6789431.532330262
26521,2700000,2391644.253718025
4799,1149000,1779513.7952462058
23815,2199000,2277643.510087851
1418,10100000,9306956.942752877
21127,590000,1895455.5765603718
23767,1130000,1796108.4850873766
4083,1950000,2091313.5975607985
12848,1980000,1702150.8997725367
24764,2799999,2458843.380141011
28508,6950000,7299590.355217297
4045,2499000,2069731.6741766764
9475,11190000,10435423.432095477
2484,10800000,9580221.01820678
16016,2490000,2073214.8978902774
22011,2749000,2521270.621671821
13595,980000,1580921.5268024546
8990,429000,879804.2893495036
26988,9200000,8931338.186746486
25167,1295000,1315774.2807937206
20135,5140000,5268080.445803
25718,2048000,1665728.4986173778
15689,8699000,8733386.817454822
23492,2000000,422371.98235807416
3100,9500000,8919201.442697382
25200,2849000,2424772.1714213174
27573,220000,556527.919838438
23894,1490000,1845743.4886391587
14078,2590000,2732768.614345851
15649,6199000,5370167.408010912
4483,16597000,18072522.615344085
17776,11990000,11879273.432582093
24231,2198000,2228608.8295832644
23353,11590000,9063499.381577808
12288,2550000,2591059.4685638417
5413,2599000,2531886.481260652
18523,2100000,1953037.6274393194
5715,1500000,2120929.4362886073
18975,16990000,14317196.639292816
11530,1550000,1564538.1688089997
23324,1190000,1965262.5245488065
10106,2599000,2166608.249641197
18788,599000,562224.9545436203
20519,170000,392786.9474180607
8079,699000,744374.6905122962
21954,11399000,10341915.640372833
16635,2894670,2273144.313905434
26979,1900000,1268131.0417631688
27238,5150000,5773485.874307567
7788,1250000,1473689.2202656087
12361,590000,1208736.6746182377
22582,2290000,2525676.625449148
10729,1330000,1652825.2062664195
16464,399000,315656.08288595773
14175,2575000,2347236.1987772617
5227,8700000,9191300.338013483
15151,9349000,9354443.8559192
10880,1550000,1755957.479236577
21376,2280000,2232831.9549374403
6201,9730000,8837794.532850148
21431,720000,1134979.8249304078
4659,1490000,1989215.0349807902
362,1599000,2251073.2529589115
9951,4990000,4043053.847023728
397,2060000,2092662.5274290591
8968,2099000,2315600.8757581236
856,1495000,1660323.426743731
27192,1980000,2125190.094504476
5789,11200000,9816973.38869923
19678,1250000,784960.3964099736
17431,8999000,8799089.620055487
23727,7800000,8704872.099203365
11388,8348604,7396801.64397872
20309,4144000,4394495.451468723
8112,580000,318600.4798090243
16986,1100000,1298605.9300269654
21676,2199000,1772612.9048439267
25324,1269000,1033510.7636384923
26366,1950000,2284989.9953690893
12884,2500000,2162604.2714815564
27351,5300000,5693614.463987186
20086,9450000,10259849.324932279
26593,380000,1079786.2284745586
3056,1449999,1524644.4726936913
23978,1500000,2318167.4882180183
22983,1450000,2101738.1356048696
19976,3599000,4014309.9417114886
11473,26800000,25676103.545549445
19662,550000,385852.734057892
28432,569000,706190.298229469
10406,799999,725705.1913078885
19947,1420000,787969.2138820325
27345,549000,610478.470156861
17638,26999000,40168314.09142073
10510,839000,1051815.4538372364
12806,1899000,2015959.5841651172
11455,9923900,9094846.396649677
4772,1599999,900243.5093692949
3790,2280000,2213633.7196429134
15283,149000,398550.55066463904
13574,989000,1154913.2912347117
20752,5495000,7442845.598486826
3292,8599000,6884514.90915933
6681,525000,1123392.8659207907
11755,1470000,1788789.972077135
17833,2490000,1981382.1474548304
26031,1450000,2526678.736141227
18551,2100000,2137985.2628906462
23266,2480000,2104959.688908378
12385,1990000,1183640.1375089015
20117,2090000,2648787.2467266377
5252,359000,584779.148167915
5207,8999000,9747010.441925136
2360,2200000,2311375.286850045
3917,950000,598929.4008044029
9602,8090000,8115335.011178048
20003,369000,353881.1347551724
18894,9999000,9094846.396649677
26729,5290000,7208334.686932552
10111,2599000,2458843.380141011
23163,589999,443035.0229430634
1542,2290000,2329969.72815458
25559,965000,578664.4611269892
3754,5099000,4451104.060018106
22272,1999000,1876273.0520257116
5911,15600000,14822323.947182944
27930,1990000,1612971.3579628165
14426,899999,739938.18550788
14539,595000,1141041.2965556928
27195,590000,390170.6264555783
23378,1270000,885792.8075869613
28275,59000,1134101.688967696
9608,10159800,9131195.091652978
25945,2220000,3265214.811631349
2740,1950000,2107116.602597553
9318,1899000,1718902.8128624929
21864,200000,353881.1347551724
9208,1590000,1772700.2103283352
23335,599000,1069376.2265339931
18961,199000,355267.8571260015
11320,185000,635893.7600586367
3142,11599000,19029091.176174726
28206,7990000,8716638.471444722
19990,365000,375148.9627214643
11960,880000,982326.6983578763
14696,360000,394881.5087121911
21607,1299000,1501927.3133020492
12052,4100000,5267831.151931062
25881,2920000,2563361.605019719
9059,1299900,1720183.2863669777
6920,2200000,2148380.7891852898
21765,120000,315656.08288595773
15813,1298000,1109329.3478930865
20138,2199000,2257620.8532694816
7562,9499000,7078615.677130869
20824,1250000,598113.6984629809
11660,1580000,1559544.8050407714
8125,2230000,2585043.1123958994
7668,2590000,2187351.726698631
15081,1585000,1263350.6370323985
18169,1500000,1742175.1810477173
9451,8990000,9438542.612447701
827,1900000,2265191.2657423457
20090,599000,447151.874738305
24594,1290000,1382690.8132470667
23569,550000,353881.1347551724
17780,990000,1020184.6287005569
3632,5249000,5298699.07191657
17439,10490000,10139564.602088174
2929,1550000,1051440.0633147152
13735,1599000,1450892.7541081693
15473,200000,4406427.854821036
6796,950000,1514990.019295206
24879,2189000,1428210.2091922916
27747,525000,441031.6330072368
20520,105000,398052.81163042877
24078,11850000,10173707.455489395
2368,1550000,1591259.9373639582
21666,8290000,9439037.439320462
14330,11475000,10016372.98789241
26945,8999000,10145370.509210518
13571,949000,821462.1477404272
2776,11900000,11521922.620464722
4007,380000,375148.9627214643
612,1290000,1617299.8059500689
22267,1599000,2204546.482574394
24931,1999000,2416989.136098959
26492,2599000,2205140.8908550865
27588,595000,602314.5854122292
27849,109000,315656.08288595773
6052,195000,592816.1250119348
847,1999999,1380460.4675079945
4143,979000,1311554.6357505883
18202,3850000,3432342.6683775606
800,4000000,4303489.710366754
15558,370000,347732.9199527915
9769,4110000,2941027.114440531
7469,1980000,1374249.8188131026
21828,1899000,2038067.0833009032
22871,1250000,677648.9609230256
6505,4580000,3014132.4859925807
7175,1280000,1652570.5375765893
11553,6599999,8481698.93818028
23078,530000,375148.9627214643
25157,4100000,3752726.419305426
7744,970000,443035.0229430634
14759,541000,1012311.5655191399
8809,1490000,1505322.5207800197
6303,1999000,2100495.7876306
7224,2980000,2329808.6762009244
10735,799999,365374.34892106324
4789,119000,635964.3116223474
11462,8600000,6569847.162820311
6377,1990000,1848153.0280047446
14965,1690000,1771415.9941459475
2736,2490000,2482286.6862465725
5923,2580000,2381031.834242743
21168,1420000,1497599.029034584
3405,150000,590599.5151349456
8051,9790000,8594568.066142606
27419,590000,445237.3158254989
5797,699000,636385.881826073
13336,1899000,1549500.8975629765
14013,1490000,1662839.641909174
9407,7888000,5978587.606329763
18479,700000,677947.7820293651
19634,620000,578365.6400206498
9057,1290000,1360133.0372440603
2152,1449000,1468320.939886684
3245,99000,355267.8571260015
23827,1599000,996924.0983193698
10141,1450000,1695801.2106535283
17418,2299000,2563442.5819378975
6206,350000,595728.4914587209
17186,170000,338729.025675605
24889,5290000,4719421.9733513
11176,1250000,1844822.9356132809
22450,1980000,2586056.350944385
27628,549000,375148.9627214643
6118,580000,1134979.8249304078
19342,2299000,2548637.999057286
404,1697000,1649544.1448241083
18247,1490000,1393631.7676546173
15411,3700000,4710839.23859063
24137,1297000,1493040.43697672
16540,5190000,5171030.639048099
14616,2590000,2515020.480544644
16523,1999000,2340187.3762154086
2808,1990000,2497367.2665808336
1994,11990000,11046199.741446821
20778,1940000,1833874.0377056962
9607,10159800,9131195.091652978
7365,1490000,2141173.6384847816
21033,980000,849623.6506770799
27357,11200000,9287061.30382834
2063,1495000,1970588.2119846619
20169,4100000,3648697.456012232
20176,8499000,10045484.879178561
13382,220000,315656.08288595773
26638,8900000,10297773.847422648
7314,2090000,1736329.6096522382
19631,2200000,2390492.502316034
13605,1480000,1555237.3475457819
20335,3399999,2758938.2045708094
9967,2199000,2223227.105431089
6875,8290000,9669234.78212997
4133,2299000,2534600.520137191
13893,549999,1028166.8801440141
11446,2290000,2183962.6376728094
12234,2180000,2235287.4789651646
27700,1999999,1310808.4443984185
938,1090000,2012639.4321649894
26789,1999000,1844290.5630667259
10616,4100000,3358342.367747121
7848,1280000,818515.6090135144
18829,1980000,1419094.3734084454
21256,9649000,9904842.327577716
3640,7299000,8646187.453659303
6245,2499000,2102664.0769771067
18116,1599000,911631.3726686038
18990,2289000,1842407.6031595326
9192,2299000,2066477.810820691
21539,185000,315656.08288595773
5686,2890000,2564783.135691106
15348,10890000,10077141.910809333
16591,4599000,4529435.400915069
14549,2590000,1811755.8263556275
5548,1475000,1502483.19829113
1765,1990000,2321096.629823954
20594,11900000,11354668.213720988
22765,1500000,1373758.179476364
21711,2999999,2259031.720009464
17763,2199000,2314434.690798862
24827,2799999,4015201.558085576
2121,2495000,3058529.117753937
6154,799000,1174561.0569494904
11790,3999999,3007053.2161980895
26063,1490000,1094362.2435288331
26957,4190000,2606149.12509293
17630,539000,412261.2111845071
3390,199000,315656.08288595773
4177,550000,476517.5742523606
17153,2190000,2043888.2185662
15259,6880000,6990456.501721309
1558,1690000,1640290.2796877022
12016,1490000,1838712.55798254
17339,8490000,8904845.411683645
27973,550000,363803.88074032083
21750,2200000,2441758.092159825
20143,1599000,1422008.7723490705
12662,1500000,1804953.8592546433
27249,1959000,2249786.39789694
7930,399000,318600.4798090243
26286,2797000,2343152.1322545605
7335,2567000,2013423.6628458847
17945,9590000,10147700.956100293
5595,5199000,5246836.447192956
24144,599000,850665.055601977
22340,7999999,9049554.172716564
5287,199000,584779.148167915
25490,2570000,2525726.5955898818
16689,4990000,5963459.449324208
10454,9590000,7511700.784352807
20961,1999000,1874668.2007776995
1443,8950000,9756870.56534593
24727,2290000,2337961.5158064906
12533,8888000,15616700.672051184
22920,1599000,1019253.1702225333
5156,1450000,1579758.1764410138
22334,1899000,1762664.3373595595
14792,190000,315656.08288595773
6250,2099000,2442875.3663562834
21452,99999,647449.2007088055
5396,359000,584779.148167915
9771,2790000,2327302.3872479065
8555,10673724,10255147.095392557
7250,8888000,9351391.715245832
28001,560000,459000.55333180004
